emp_id,name,hire_date,employment_type,country,jurisdiction,role,base_monthly_pay,flsa_status,ot_eligible,department,is_ghost,birth_date
EMP-05284,Zoe Johnson,2020-07-11,full_time,USA,NJ,Payroll_Administrator,7705,exempt,False,HR,False,1995-08-06
EMP-05285,Aiden White,2021-05-15,full_time,USA,NY,Analyst,8536,nonexempt,True,Operations,False,1979-02-08
EMP-05286,Charlotte Morris,2024-10-18,full_time,USA,WA,Analyst,6897,nonexempt,True,Engineering,False,1971-08-02
EMP-05287,Chloe Williams,2023-06-29,full_time,USA,TX,Sales_Representative,6648,nonexempt,True,Operations,False,2001-11-01
EMP-05288,Priya Edwards,2020-02-06,full_time,USA,FL,Sales_Representative,12166,nonexempt,True,Finance,False,1969-01-17
EMP-05289,Mateo Kumar,2024-05-31,full_time,USA,NY,Operations_Manager,4578,exempt,False,Engineering,False,1972-01-10
EMP-05290,Isaac Roberts,2023-03-11,full_time,USA,CA,HR_Specialist,8318,nonexempt,True,HR,False,1970-05-13
EMP-05291,Emily Davis,2022-01-09,full_time,USA,TX,Payroll_Administrator,9437,exempt,False,Finance,False,2003-01-04
EMP-05292,Harper Lewis,2020-04-26,full_time,USA,MA,Product_Manager,4647,exempt,False,Operations,False,2000-11-17
EMP-05293,Abigail Carter,2023-10-21,full_time,USA,NJ,Analyst,6558,nonexempt,True,Operations,False,1979-04-05
EMP-05294,Priya Walker,2022-06-26,full_time,USA,IL,Analyst,4344,nonexempt,True,Operations,False,2002-03-06
EMP-05295,Priya Wilson,2022-02-10,full_time,USA,NY,Product_Manager,11228,exempt,False,Sales,False,1988-08-01
EMP-05296,Arjun Wilson,2023-04-24,full_time,USA,WA,HR_Specialist,8953,nonexempt,True,HR,False,2002-05-14
EMP-05297,Daniel Evans,2024-09-08,full_time,USA,TX,Payroll_Administrator,4965,exempt,False,Finance,False,1991-10-24
EMP-05298,Michael Baker,2021-04-05,full_time,USA,NY,Product_Manager,11010,exempt,False,Engineering,False,1986-10-19
EMP-05299,Amelia Moore,2024-08-17,full_time,USA,MA,Payroll_Administrator,10345,exempt,False,Sales,False,2001-12-25
EMP-05300,Liam Patel,2021-07-04,full_time,USA,TX,Sales_Representative,6637,nonexempt,True,HR,False,2003-10-04
EMP-05301,Grace Hall,2018-05-14,full_time,USA,TX,Product_Manager,9274,exempt,False,Sales,False,1990-08-23
EMP-05302,Henry Taylor,2023-10-25,full_time,USA,MA,Software_Engineer,4306,exempt,False,Operations,False,1977-07-20
EMP-05303,Noah Campbell,2018-01-14,full_time,USA,NY,Sales_Representative,5038,nonexempt,True,Engineering,False,1980-05-29
EMP-05304,Priya King,2023-02-09,full_time,USA,WA,Sales_Representative,4185,nonexempt,True,Engineering,False,1969-12-13
EMP-05305,Liam Allen,2021-09-11,full_time,USA,MA,Operations_Manager,7788,exempt,False,HR,False,1988-07-26
EMP-05306,Benjamin Thompson,2020-11-21,full_time,USA,NJ,Product_Manager,7552,exempt,False,Engineering,False,1992-03-17
EMP-05307,James Chen,2023-12-28,full_time,USA,CA,Operations_Manager,8781,exempt,False,Engineering,False,1993-02-06
EMP-05308,Isabella Lewis,2024-07-15,full_time,USA,MA,Analyst,13734,nonexempt,True,HR,False,1988-03-18
EMP-05309,Jack Allen,2018-07-26,full_time,USA,CA,Analyst,4523,nonexempt,True,Engineering,False,1987-09-15
EMP-05310,James Hill,2022-06-13,full_time,USA,CA,Payroll_Administrator,6253,exempt,False,Sales,False,1996-05-18
EMP-05311,Zoe Baker,2023-09-18,full_time,USA,FL,Payroll_Administrator,13768,exempt,False,HR,False,2000-06-26
EMP-05312,Benjamin Mitchell,2023-10-21,full_time,USA,NJ,Analyst,7388,nonexempt,True,Engineering,False,1990-02-28
EMP-05313,Taylor Allen,2020-01-21,full_time,USA,IL,Software_Engineer,8688,exempt,False,Operations,False,1995-12-25
EMP-05314,Ava King,2022-11-04,full_time,USA,CA,Sales_Representative,7795,nonexempt,True,Engineering,False,1965-09-16
EMP-05315,Lily Stewart,2022-10-13,full_time,USA,NJ,Sales_Representative,10122,nonexempt,True,Sales,False,1979-10-04
EMP-05316,Sofia Chen,2021-08-06,full_time,USA,NY,Analyst,13904,nonexempt,True,Operations,False,2000-10-25
EMP-05317,Ella Harris,2022-01-30,full_time,USA,TX,Payroll_Administrator,10113,exempt,False,Finance,False,1980-04-29
EMP-05318,Benjamin Thompson,2022-09-07,full_time,USA,WA,Sales_Representative,6082,nonexempt,True,HR,False,2003-04-18
EMP-05319,Layla Edwards,2024-01-23,full_time,USA,WA,Sales_Representative,5280,nonexempt,True,Operations,True,1997-05-12
EMP-05320,Ethan Rogers,2018-12-23,full_time,USA,WA,Software_Engineer,12753,exempt,False,Engineering,False,2000-02-06
EMP-05321,Victoria Martinez,2021-08-29,full_time,USA,MA,HR_Specialist,4332,nonexempt,True,Operations,False,1974-07-19
EMP-05322,Charlotte Walker,2019-02-03,full_time,USA,CA,Software_Engineer,5607,exempt,False,Operations,False,1970-02-25
EMP-05323,Harper Lee,2024-04-28,full_time,USA,IL,Product_Manager,12799,exempt,False,Operations,False,1997-09-09
EMP-05324,Sebastian Lewis,2018-11-24,full_time,USA,TX,Operations_Manager,11472,exempt,False,Sales,False,1982-06-15
EMP-05325,Arjun Thompson,2022-03-18,full_time,USA,IL,Sales_Representative,7093,nonexempt,True,HR,False,1976-08-31
EMP-05326,Daniel Evans,2024-03-09,full_time,USA,NJ,Software_Engineer,3704,exempt,False,HR,False,1975-04-25
EMP-05327,Ava Johnson,2024-07-21,full_time,USA,TX,Operations_Manager,11793,exempt,False,Engineering,False,1988-12-05
EMP-05328,Charlotte Moore,2024-03-21,full_time,USA,FL,Software_Engineer,3835,exempt,False,HR,False,1965-01-29
EMP-05329,Isaac Brown,2018-06-03,full_time,USA,IL,Product_Manager,10315,exempt,False,Sales,False,2001-07-28
EMP-05330,Priya Smith,2024-11-19,full_time,USA,IL,Payroll_Administrator,12934,exempt,False,Finance,False,1993-01-30
EMP-05331,Emma Allen,2022-10-11,full_time,USA,NJ,Operations_Manager,10857,exempt,False,Engineering,False,1980-07-16
EMP-05332,Zoe Thompson,2018-05-22,full_time,USA,IL,Payroll_Administrator,4498,exempt,False,Finance,False,1983-07-25
EMP-05333,Jack Martin,2018-12-13,full_time,USA,WA,Analyst,12148,nonexempt,True,Finance,False,1977-02-21
EMP-05334,Isabella Walker,2023-03-13,full_time,USA,NY,Analyst,13130,nonexempt,True,HR,False,2002-08-10
EMP-05335,Grace Hill,2020-04-29,full_time,USA,IL,Operations_Manager,7022,exempt,False,Sales,False,1983-07-17
EMP-05336,Evelyn Campbell,2018-01-07,full_time,USA,MA,Analyst,11084,nonexempt,True,HR,False,1980-12-22
EMP-05337,Ethan Collins,2019-08-05,full_time,USA,CA,Operations_Manager,8438,exempt,False,Finance,False,1986-08-17
EMP-05338,Owen Patel,2019-11-12,full_time,USA,NY,Software_Engineer,9058,exempt,False,Operations,False,1978-01-16
EMP-05339,Harper Chen,2021-03-21,full_time,USA,WA,Operations_Manager,13300,exempt,False,Engineering,False,1986-11-08
EMP-05340,Isaac Hall,2022-04-13,full_time,USA,FL,HR_Specialist,5144,nonexempt,True,Finance,False,2001-05-12
EMP-05341,Isaac Parker,2019-07-26,full_time,USA,NJ,Sales_Representative,5143,nonexempt,True,Sales,False,1984-03-19
EMP-05342,Emily Green,2023-09-10,full_time,USA,NJ,HR_Specialist,12798,nonexempt,True,HR,False,1973-06-13
EMP-05343,Chloe King,2022-10-27,full_time,USA,IL,Software_Engineer,7882,exempt,False,Engineering,False,1998-09-24
EMP-05344,Aiden Johnson,2022-06-07,full_time,USA,TX,Software_Engineer,12342,exempt,False,HR,False,1983-02-18
EMP-05345,Lucas Stewart,2021-02-25,full_time,USA,FL,Software_Engineer,7953,exempt,False,Engineering,False,1972-07-30
EMP-05346,Mateo Wilson,2023-10-29,full_time,USA,IL,Product_Manager,11093,exempt,False,Finance,False,1983-01-22
EMP-05347,Ava Johnson,2018-01-15,full_time,USA,WA,Analyst,8005,nonexempt,True,Engineering,False,1981-08-06
EMP-05348,Emma Brown,2019-11-26,full_time,USA,TX,Product_Manager,13664,exempt,False,Operations,False,1993-06-06
EMP-05349,Hannah Morris,2020-10-05,full_time,USA,IL,Software_Engineer,7374,exempt,False,Sales,False,1996-02-09
EMP-05350,Grace Stewart,2019-09-21,full_time,USA,NJ,Software_Engineer,11575,exempt,False,Sales,False,1973-02-20
EMP-05351,Charlotte Thompson,2022-04-02,full_time,USA,TX,Sales_Representative,9786,nonexempt,True,Finance,False,1984-05-06
EMP-05352,Leah Martinez,2022-10-19,full_time,USA,NJ,HR_Specialist,10962,nonexempt,True,Sales,False,1968-07-01
EMP-05353,Chloe Martinez,2021-02-16,full_time,USA,NJ,Software_Engineer,5863,exempt,False,Operations,False,1998-07-11
EMP-05354,Leah Rogers,2018-08-28,full_time,USA,MA,Software_Engineer,3970,exempt,False,Engineering,False,1997-12-04
EMP-05355,Kevin Johnson,2024-05-01,full_time,USA,CA,Software_Engineer,4139,exempt,False,Sales,False,1997-10-13
EMP-05356,Benjamin Lee,2019-03-02,full_time,USA,TX,Sales_Representative,11006,nonexempt,True,HR,False,1971-12-17
EMP-05357,Aiden Stewart,2019-05-31,full_time,USA,NJ,Software_Engineer,12720,exempt,False,Sales,False,1979-03-09
EMP-05358,Joseph Nelson,2020-12-03,full_time,USA,CA,HR_Specialist,10403,nonexempt,True,HR,False,1967-01-15
EMP-05359,Abigail Green,2023-12-29,full_time,USA,NJ,Operations_Manager,6861,exempt,False,Finance,False,2000-05-27
EMP-05360,Sebastian Jackson,2018-01-16,full_time,USA,TX,Software_Engineer,7859,exempt,False,Engineering,False,1971-01-23
EMP-05361,Mateo Mitchell,2021-06-02,full_time,USA,TX,Software_Engineer,4366,exempt,False,Finance,False,1979-04-27
EMP-05362,Nora Jackson,2019-05-30,full_time,USA,WA,Payroll_Administrator,3651,exempt,False,HR,False,1984-11-17
EMP-05363,Taylor Rogers,2020-04-25,full_time,USA,IL,Operations_Manager,11370,exempt,False,Sales,False,1979-02-11
EMP-05364,Owen Clark,2021-11-24,full_time,USA,WA,Payroll_Administrator,9919,exempt,False,Sales,False,1979-01-28
EMP-05365,Emily Wright,2023-09-06,full_time,USA,NY,Software_Engineer,3573,exempt,False,Finance,False,1995-02-15
EMP-05366,Alexander Sanchez,2021-10-01,full_time,USA,FL,Operations_Manager,4843,exempt,False,Finance,False,1986-09-04
EMP-05367,Samuel Lee,2019-05-15,full_time,USA,TX,Software_Engineer,13399,exempt,False,HR,False,1973-04-30
EMP-05368,Morgan Kumar,2021-11-17,full_time,USA,NY,Sales_Representative,11666,nonexempt,True,Operations,False,2001-09-06
EMP-05369,Charlotte Scott,2024-09-14,full_time,USA,WA,Analyst,11992,nonexempt,True,HR,False,2000-03-14
EMP-05370,Alexander Young,2024-10-21,full_time,USA,CA,Product_Manager,7800,exempt,False,Operations,False,1996-05-06
EMP-05371,Joseph Brown,2021-03-16,full_time,USA,NJ,Operations_Manager,5167,exempt,False,Engineering,False,1972-04-08
EMP-05372,Chloe Campbell,2021-11-02,full_time,USA,NJ,Software_Engineer,12635,exempt,False,HR,False,2001-08-30
EMP-05373,Leah Morris,2018-06-29,full_time,USA,NY,Sales_Representative,5429,nonexempt,True,Sales,False,1987-04-02
EMP-05374,Hannah Carter,2021-06-07,full_time,USA,MA,Operations_Manager,10643,exempt,False,HR,False,1998-03-07
EMP-05375,Taylor Walker,2022-10-07,full_time,USA,NJ,HR_Specialist,4246,nonexempt,True,Finance,False,1997-01-18
EMP-05376,Liam Hill,2020-01-26,full_time,USA,NY,Product_Manager,12238,exempt,False,Finance,False,1996-05-09
EMP-05377,Benjamin King,2019-04-09,full_time,USA,FL,Operations_Manager,3682,exempt,False,Engineering,False,1993-12-22
EMP-05378,Zoe Rogers,2020-03-25,full_time,USA,WA,Sales_Representative,12949,nonexempt,True,HR,False,1983-08-20
EMP-05379,Sofia White,2020-01-06,full_time,USA,IL,Payroll_Administrator,10924,exempt,False,HR,False,1976-12-04
EMP-05380,Megan Edwards,2022-04-11,full_time,USA,FL,Software_Engineer,9953,exempt,False,Finance,False,1993-10-22
EMP-05381,Victoria Johnson,2021-05-16,full_time,USA,NY,Operations_Manager,7661,exempt,False,Sales,False,2002-08-24
EMP-05382,Harper Martinez,2021-08-17,full_time,USA,CA,Operations_Manager,9418,exempt,False,Finance,False,1979-09-16
EMP-05383,Jordan Mitchell,2024-03-17,full_time,USA,TX,Product_Manager,13935,exempt,False,Finance,False,1984-12-22
EMP-05384,Leah Campbell,2024-12-14,full_time,USA,TX,Operations_Manager,13356,exempt,False,HR,False,1980-06-25
EMP-05385,Priya Young,2018-12-05,full_time,USA,MA,Operations_Manager,9894,exempt,False,HR,False,1995-05-02
EMP-05386,Emma Collins,2024-08-13,full_time,USA,FL,Sales_Representative,9791,nonexempt,True,Finance,False,1979-04-22
EMP-05387,Leah Jackson,2022-04-07,full_time,USA,NY,Analyst,13475,nonexempt,True,Finance,False,1979-12-16
EMP-05388,Sebastian Patel,2018-05-18,full_time,USA,CA,Payroll_Administrator,5078,exempt,False,Finance,False,1971-01-19
EMP-05389,Emma Edwards,2021-07-12,full_time,USA,WA,Analyst,13246,nonexempt,True,Engineering,False,1995-03-05
EMP-05390,Lily Davis,2021-01-13,full_time,USA,TX,Operations_Manager,11946,exempt,False,Sales,False,1987-12-18
EMP-05391,Noah Chen,2020-11-27,full_time,USA,TX,Analyst,3898,nonexempt,True,Engineering,False,1980-11-24
EMP-05392,Isaac Campbell,2020-10-28,full_time,USA,MA,HR_Specialist,8993,nonexempt,True,Engineering,False,1994-10-02
EMP-05393,Mateo Scott,2022-06-07,full_time,USA,CA,Payroll_Administrator,3863,exempt,False,Finance,False,1966-06-19
EMP-05394,Abigail Baker,2024-07-15,full_time,USA,TX,Payroll_Administrator,5290,exempt,False,Operations,False,1985-04-21
EMP-05395,Henry Jackson,2018-05-22,full_time,USA,NJ,Product_Manager,8943,exempt,False,Sales,False,1996-04-12
EMP-05396,Emma Anderson,2021-05-05,full_time,USA,TX,Payroll_Administrator,6919,exempt,False,Operations,False,1968-01-13
EMP-05397,Emma Perez,2022-02-28,full_time,USA,NY,Payroll_Administrator,13864,exempt,False,HR,False,1992-04-30
EMP-05398,Noah Kumar,2021-10-26,full_time,USA,IL,Payroll_Administrator,10703,exempt,False,Engineering,False,1986-07-05
EMP-05399,Benjamin Johnson,2019-07-25,full_time,USA,NJ,Software_Engineer,7189,exempt,False,Operations,False,1985-04-07
EMP-05400,Megan Baker,2021-01-25,full_time,USA,NJ,HR_Specialist,11130,nonexempt,True,HR,False,1974-07-24
EMP-05401,Jack Thompson,2022-01-06,full_time,USA,FL,HR_Specialist,5448,nonexempt,True,Finance,False,1991-08-15
EMP-05402,Leah Edwards,2020-07-20,full_time,USA,NJ,Operations_Manager,6702,exempt,False,Operations,False,1982-03-18
EMP-05403,Olivia Jackson,2024-07-29,full_time,USA,IL,Sales_Representative,8682,nonexempt,True,HR,False,1998-03-04
EMP-05404,Alexander Hall,2019-08-29,full_time,USA,CA,Operations_Manager,10368,exempt,False,Operations,False,1977-05-20
EMP-05405,Hannah Anderson,2022-08-23,full_time,USA,IL,Product_Manager,13347,exempt,False,Engineering,False,1983-09-25
EMP-05406,Abigail Taylor,2021-08-02,full_time,USA,FL,Payroll_Administrator,6395,exempt,False,HR,False,1983-09-05
EMP-05407,Kevin Perez,2022-02-10,full_time,USA,TX,Analyst,13744,nonexempt,True,Engineering,False,1980-02-03
EMP-05408,Henry Morris,2020-07-28,full_time,USA,TX,Sales_Representative,12522,nonexempt,True,Engineering,False,1998-01-28
EMP-05409,Isaac Harris,2018-10-28,full_time,USA,CA,Sales_Representative,5997,nonexempt,True,HR,False,2001-07-26
EMP-05410,Nora Morris,2018-12-25,full_time,USA,FL,Payroll_Administrator,10162,exempt,False,Sales,False,1986-10-16
EMP-05411,Nora Mitchell,2018-07-24,full_time,USA,NJ,Sales_Representative,8420,nonexempt,True,Engineering,False,1981-05-07
EMP-05412,Noah Evans,2024-05-26,full_time,USA,NY,Software_Engineer,13983,exempt,False,HR,False,1988-10-14
EMP-05413,Mateo Kumar,2020-04-03,full_time,USA,IL,Analyst,6453,nonexempt,True,HR,False,1966-03-15
EMP-05414,Chloe Hill,2024-10-31,full_time,USA,NY,Software_Engineer,4993,exempt,False,Engineering,False,1983-09-21
EMP-05415,Benjamin Adams,2018-01-21,full_time,USA,IL,Sales_Representative,13174,nonexempt,True,Sales,False,1988-08-16
EMP-05416,Lucas Hill,2023-06-24,full_time,USA,WA,Operations_Manager,8310,exempt,False,Sales,False,1975-10-04
EMP-05417,Leah Kumar,2023-03-11,full_time,USA,WA,HR_Specialist,13284,nonexempt,True,Operations,False,2000-09-16
EMP-05418,Sebastian King,2021-10-03,full_time,USA,NJ,Analyst,6210,nonexempt,True,HR,False,1995-01-12
EMP-05419,Benjamin Davis,2018-07-11,full_time,USA,TX,Analyst,13846,nonexempt,True,Finance,False,1981-07-07
EMP-05420,Michael Chen,2018-06-24,full_time,USA,WA,Software_Engineer,12199,exempt,False,Engineering,False,1968-10-06
EMP-05421,Allison Kumar,2022-10-10,full_time,USA,MA,HR_Specialist,8976,nonexempt,True,HR,False,1996-04-23
EMP-05422,Lily Evans,2023-04-14,full_time,USA,CA,Payroll_Administrator,7744,exempt,False,HR,False,1991-10-15
EMP-05423,Ethan Green,2018-11-04,full_time,USA,NJ,Product_Manager,13262,exempt,False,Operations,False,1985-11-12
EMP-05424,Sofia Campbell,2021-03-11,full_time,USA,NY,Product_Manager,4615,exempt,False,Engineering,False,1982-05-22
EMP-05425,Samuel Jackson,2022-06-30,full_time,USA,FL,Sales_Representative,3949,nonexempt,True,Operations,False,1968-11-15
EMP-05426,Charlotte Hall,2022-12-15,full_time,USA,NJ,Analyst,13367,nonexempt,True,Engineering,False,1984-05-29
EMP-05427,Evelyn Johnson,2023-07-07,full_time,USA,TX,HR_Specialist,5799,nonexempt,True,Engineering,False,1980-12-08
EMP-05428,Noah Lee,2020-07-14,full_time,USA,WA,Operations_Manager,8509,exempt,False,Operations,False,1969-11-15
EMP-05429,Arjun Roberts,2022-04-07,full_time,USA,TX,Product_Manager,10754,exempt,False,Operations,False,1975-11-05
EMP-05430,Isaac Turner,2024-10-16,full_time,USA,NY,Product_Manager,5630,exempt,False,HR,False,1992-05-19
EMP-05431,Harper Green,2023-06-28,full_time,USA,FL,Sales_Representative,6217,nonexempt,True,Finance,False,1981-07-05
EMP-05432,Evelyn Evans,2022-11-29,full_time,USA,MA,Product_Manager,8221,exempt,False,Engineering,False,1992-03-18
EMP-05433,Charlotte Wright,2018-05-06,full_time,USA,NY,Sales_Representative,6860,nonexempt,True,Engineering,False,1996-12-03
EMP-05434,Ethan Williams,2019-10-04,full_time,USA,NJ,Product_Manager,5877,exempt,False,HR,False,1992-09-15
EMP-05435,Charlotte Hall,2019-02-12,full_time,USA,NY,Payroll_Administrator,3659,exempt,False,Engineering,False,1993-01-31
EMP-05436,Leah Scott,2023-12-05,full_time,USA,NJ,Software_Engineer,7676,exempt,False,Operations,False,1967-09-11
EMP-05437,Elijah Thompson,2023-09-14,full_time,USA,NY,HR_Specialist,6531,nonexempt,True,Sales,False,1992-10-29
EMP-05438,Zoe Thompson,2021-03-30,full_time,USA,CA,Software_Engineer,8401,exempt,False,HR,False,1975-11-30
EMP-05439,Lily Hall,2022-05-11,full_time,USA,FL,Sales_Representative,7903,nonexempt,True,Operations,False,1976-04-04
EMP-05440,Sebastian Lewis,2022-01-14,full_time,USA,FL,Software_Engineer,9546,exempt,False,Operations,False,1980-05-02
EMP-05441,Mateo Clark,2023-01-31,full_time,USA,MA,Analyst,10973,nonexempt,True,HR,False,1971-08-04
EMP-05442,Joseph Martin,2018-01-20,full_time,USA,MA,Sales_Representative,5530,nonexempt,True,Finance,False,1969-05-14
EMP-05443,Elijah Adams,2019-06-25,full_time,USA,CA,Analyst,11547,nonexempt,True,Finance,False,2000-12-06
EMP-05444,Maya Anderson,2020-10-06,full_time,USA,TX,Payroll_Administrator,4690,exempt,False,Engineering,False,1970-10-28
EMP-05445,Taylor Thompson,2020-12-14,full_time,USA,TX,Software_Engineer,12990,exempt,False,Operations,False,2002-10-09
EMP-05446,Arjun Turner,2020-01-21,full_time,USA,CA,HR_Specialist,7682,nonexempt,True,HR,False,1978-04-01
EMP-05447,Grace Campbell,2019-08-01,full_time,USA,TX,Operations_Manager,11424,exempt,False,Operations,False,1986-02-21
EMP-05448,Sofia Parker,2023-02-24,full_time,USA,CA,Analyst,9927,nonexempt,True,Engineering,False,1988-09-03
EMP-05449,Morgan Mitchell,2018-01-16,full_time,USA,MA,Payroll_Administrator,5300,exempt,False,HR,False,1998-04-19
EMP-05450,Charlotte Kumar,2024-03-22,full_time,USA,CA,Analyst,4034,nonexempt,True,Sales,False,1970-03-22
EMP-05451,Abigail Parker,2018-11-23,full_time,USA,IL,Product_Manager,5491,exempt,False,Engineering,False,1969-12-07
EMP-05452,Hannah Thompson,2020-04-04,full_time,USA,TX,Software_Engineer,12219,exempt,False,Finance,False,2003-10-24
EMP-05453,Layla Campbell,2023-12-27,full_time,USA,NJ,Product_Manager,11987,exempt,False,Operations,False,1968-10-03
EMP-05454,Lucas Taylor,2018-04-07,full_time,USA,CA,Operations_Manager,9006,exempt,False,Engineering,False,1967-01-28
EMP-05455,Noah Smith,2020-06-08,full_time,USA,NY,Software_Engineer,8684,exempt,False,Operations,False,1969-06-10
EMP-05456,Maya Baker,2020-09-04,full_time,USA,IL,Sales_Representative,4319,nonexempt,True,Finance,False,1992-08-14
EMP-05457,Emma Green,2021-05-01,full_time,USA,FL,Payroll_Administrator,6879,exempt,False,HR,False,1980-04-18
EMP-05458,Priya Rogers,2023-12-12,full_time,USA,WA,Analyst,8207,nonexempt,True,Engineering,False,1972-06-11
EMP-05459,Olivia White,2020-06-06,full_time,USA,NJ,Software_Engineer,3858,exempt,False,Sales,False,2000-04-06
EMP-05460,Sofia Lewis,2018-01-31,full_time,USA,NJ,Sales_Representative,9264,nonexempt,True,Sales,False,1967-02-27
EMP-05461,Ethan Stewart,2021-03-19,full_time,USA,CA,Sales_Representative,8221,nonexempt,True,Sales,False,1973-10-25
EMP-05462,Harper Wright,2022-06-28,full_time,USA,FL,Software_Engineer,9097,exempt,False,Sales,False,1991-05-31
EMP-05463,Lucas Martin,2019-01-22,full_time,USA,NY,HR_Specialist,4553,nonexempt,True,Finance,False,1967-09-20
EMP-05464,Lucas Williams,2018-10-02,full_time,USA,WA,Product_Manager,13735,exempt,False,HR,False,1974-04-22
EMP-05465,James Scott,2019-04-28,full_time,USA,NY,Operations_Manager,12548,exempt,False,Operations,False,1998-03-02
EMP-05466,Zoe Lee,2021-01-20,full_time,USA,CA,Analyst,7589,nonexempt,True,HR,False,1987-04-28
EMP-05467,Ava Sanchez,2023-11-02,full_time,USA,MA,Product_Manager,7866,exempt,False,Operations,False,1980-11-20
EMP-05468,Layla Baker,2024-10-25,full_time,USA,CA,Sales_Representative,8813,nonexempt,True,Sales,False,1984-04-04
EMP-05469,Lucas Jackson,2024-10-21,full_time,USA,NY,Sales_Representative,4205,nonexempt,True,Finance,False,1993-06-01
EMP-05470,Allison Patel,2024-12-28,full_time,USA,IL,Operations_Manager,11676,exempt,False,Sales,False,1975-02-06
EMP-05471,Kevin Thomas,2024-05-06,full_time,USA,IL,Sales_Representative,6913,nonexempt,True,Engineering,False,2000-06-23
EMP-05472,Benjamin Carter,2019-06-16,full_time,USA,NY,Operations_Manager,7278,exempt,False,Operations,False,1985-03-12
EMP-05473,Mateo Williams,2018-04-23,full_time,USA,MA,Sales_Representative,9127,nonexempt,True,HR,False,1982-05-19
EMP-05474,Emily Rogers,2019-12-19,full_time,USA,NJ,Software_Engineer,13112,exempt,False,Engineering,False,1996-07-09
EMP-05475,Nora Thomas,2023-12-26,full_time,USA,FL,Operations_Manager,10719,exempt,False,Sales,False,2001-08-23
EMP-05476,Daniel Clark,2018-11-20,full_time,USA,MA,Software_Engineer,8977,exempt,False,HR,False,1970-11-23
EMP-05477,Jack Martin,2018-05-20,full_time,USA,FL,Software_Engineer,12157,exempt,False,Finance,False,1999-02-27
EMP-05478,Kevin Perez,2020-04-14,full_time,USA,NY,Operations_Manager,6062,exempt,False,HR,False,1991-07-07
EMP-05479,Alexander Hill,2018-07-08,full_time,USA,TX,Analyst,8506,nonexempt,True,Engineering,False,2002-11-24
EMP-05480,Aiden Kumar,2020-02-11,full_time,USA,NJ,Product_Manager,11440,exempt,False,Finance,False,1971-05-30
EMP-05481,Taylor Adams,2021-02-17,full_time,USA,IL,Operations_Manager,5876,exempt,False,Engineering,False,1995-07-26
EMP-05482,Elijah Green,2019-03-21,full_time,USA,TX,Payroll_Administrator,12964,exempt,False,Finance,False,2001-08-27
EMP-05483,Arjun Jackson,2021-04-05,full_time,USA,FL,Payroll_Administrator,11474,exempt,False,Operations,False,1975-08-02
EMP-05484,Arjun Martin,2019-03-22,full_time,USA,MA,Sales_Representative,8448,nonexempt,True,HR,False,1987-12-02
EMP-05485,Layla Thomas,2018-03-02,full_time,USA,TX,Software_Engineer,3778,exempt,False,Sales,False,1996-07-01
EMP-05486,Chloe Harris,2024-09-03,full_time,USA,NJ,Analyst,4342,nonexempt,True,Operations,False,1995-05-16
EMP-05487,Grace Mitchell,2019-09-06,full_time,USA,NJ,Operations_Manager,12721,exempt,False,HR,False,1975-09-30
EMP-05488,Isaac Chen,2019-12-19,full_time,USA,WA,Analyst,10094,nonexempt,True,Finance,False,1981-10-23
EMP-05489,Elijah Patel,2023-02-28,full_time,USA,CA,Operations_Manager,7649,exempt,False,Engineering,False,2000-10-07
EMP-05490,Charlotte Morris,2023-05-18,full_time,USA,NY,Analyst,4434,nonexempt,True,Engineering,False,1965-03-27
EMP-05491,Sofia Allen,2023-02-13,full_time,USA,FL,Analyst,3576,nonexempt,True,Finance,False,1984-08-04
EMP-05492,Megan Johnson,2024-10-04,full_time,USA,TX,Product_Manager,12781,exempt,False,Finance,False,1968-10-29
EMP-05493,Evelyn Clark,2022-10-31,full_time,USA,IL,Software_Engineer,6356,exempt,False,Finance,False,1979-10-20
EMP-05494,Evelyn Rogers,2021-10-05,full_time,USA,FL,Payroll_Administrator,8337,exempt,False,Engineering,False,1985-10-04
EMP-05495,Taylor Wright,2018-08-18,full_time,USA,IL,HR_Specialist,7048,nonexempt,True,HR,False,1993-01-05
EMP-05496,Aiden White,2019-08-01,full_time,USA,MA,HR_Specialist,12330,nonexempt,True,Finance,False,1977-06-11
EMP-05497,Jordan White,2021-01-24,full_time,USA,MA,Analyst,6395,nonexempt,True,Sales,False,1983-01-25
EMP-05498,Amelia Nelson,2022-09-06,full_time,USA,NJ,Software_Engineer,8543,exempt,False,Engineering,False,2001-08-23
EMP-05499,Evelyn Collins,2019-03-29,full_time,USA,WA,Analyst,8819,nonexempt,True,Finance,False,1970-08-12
EMP-05500,Olivia Jackson,2018-10-10,full_time,USA,FL,Payroll_Administrator,12139,exempt,False,Operations,False,1974-10-21
EMP-05501,Maya Smith,2022-12-08,full_time,USA,NY,HR_Specialist,11455,nonexempt,True,Engineering,False,1967-07-21
EMP-05502,Taylor Green,2023-01-23,full_time,USA,CA,Product_Manager,11530,exempt,False,Sales,False,1969-12-03
EMP-05503,Henry Thomas,2020-03-23,full_time,USA,NJ,Payroll_Administrator,3911,exempt,False,Engineering,False,1984-08-13
EMP-05504,Michael Hall,2019-12-12,full_time,USA,NJ,Sales_Representative,6133,nonexempt,True,Operations,False,1993-02-25
EMP-05505,Henry Taylor,2020-05-29,full_time,USA,NY,HR_Specialist,9614,nonexempt,True,Operations,False,1981-10-06
