emp_id,name,hire_date,employment_type,country,jurisdiction,role,base_monthly_pay,flsa_status,ot_eligible,department,is_ghost
EMP-00487,Michael Stephens,2024-02-07,contractor,Germany,federal,Finance_Analyst,8020,exempt,False,Finance,False
EMP-00488,Danielle Reed,2022-10-27,contractor,UK,TX,HR_Manager,7685,exempt,False,Operations,False
EMP-00489,Molly Rodriguez,2025-06-28,contractor,Germany,TX,Software_Engineer,8255,exempt,False,HR,False
EMP-00490,Ralph Stephenson,2021-07-09,part_time,Australia,DE_national,HR_Manager,6845,exempt,False,Legal,False
EMP-00491,Brian Johnson,2024-06-06,expatriate,Australia,DE_national,HR_Manager,6777,exempt,False,Engineering,False
EMP-00492,Amber Yang,2023-06-15,contractor,India,DE_national,Operations_Staff,4673,non_exempt,True,Operations,False
EMP-00493,Daniel Shields,2021-09-22,full_time,UK,DE_national,HR_Manager,7350,exempt,False,Finance,False
EMP-00494,Donna Cabrera,2025-02-05,expatriate,France,UK_national,Software_Engineer,8844,exempt,False,HR,False
EMP-00495,Kyle Chambers,2023-01-17,contractor,India,WA,Operations_Staff,4045,non_exempt,True,Legal,False
EMP-00496,Charles Keller,2022-07-19,part_time,Singapore,federal,Finance_Analyst,8215,exempt,False,Engineering,False
EMP-00497,Antonio Fry,2025-11-03,full_time,Singapore,CA,Software_Engineer,8127,exempt,False,HR,False
EMP-00498,Lori Simmons,2023-12-03,expatriate,US,UK_national,Operations_Staff,3907,non_exempt,True,HR,False
EMP-00499,Teresa Powers,2025-05-15,part_time,Canada,NY,HR_Manager,7370,exempt,False,Finance,False
EMP-00500,Jason Hernandez,2023-04-29,full_time,India,TX,HR_Manager,6753,exempt,False,Operations,False
EMP-00501,Kara Atkinson,2022-12-12,part_time,Australia,NY,HR_Manager,7420,exempt,False,Engineering,False
EMP-00502,Renee Melendez,2024-04-02,part_time,Singapore,NY,Software_Engineer,8135,exempt,False,Legal,False
EMP-00503,Kristin Anderson,2022-08-28,expatriate,US,CA,Data_Analyst,6712,non_exempt,True,Finance,False
EMP-00504,Matthew Nielsen,2025-09-04,expatriate,Germany,DE_national,Software_Engineer,8072,exempt,False,HR,False
EMP-00505,Nathaniel Lee,2022-10-14,full_time,UK,NY,Operations_Staff,4020,non_exempt,True,Finance,False
EMP-00506,Lindsey Russo,2022-05-20,part_time,Australia,TX,HR_Manager,7356,exempt,False,HR,False
EMP-00507,Misty Hansen,2023-11-03,full_time,Germany,DE_national,Software_Engineer,8359,exempt,False,HR,False
EMP-00508,Felicia Krueger,2021-07-08,expatriate,Singapore,FL,Data_Analyst,6088,non_exempt,True,Engineering,False
EMP-00509,Tonya Wilson,2026-06-10,full_time,Australia,federal,Data_Analyst,6986,non_exempt,True,Operations,False
EMP-00510,David Munoz,2022-06-19,part_time,France,WA,HR_Manager,7360,exempt,False,Engineering,False
EMP-00511,Kristen Rowe,2023-05-07,contractor,US,WA,Data_Analyst,6210,non_exempt,True,Legal,False
EMP-00512,Heather Green,2024-01-03,part_time,Australia,WA,Finance_Analyst,7961,exempt,False,Engineering,False
EMP-00513,Brett Zavala MD,2025-08-22,expatriate,Australia,NY,Data_Analyst,6246,non_exempt,True,Operations,False
EMP-00514,Jacqueline Gutierrez,2024-04-03,full_time,US,federal,Finance_Analyst,8256,exempt,False,Finance,False
EMP-00515,Charles Green,2026-02-11,expatriate,Australia,federal,Data_Analyst,6559,non_exempt,True,HR,False
EMP-00516,Jennifer Hernandez,2023-02-03,full_time,US,NY,Operations_Staff,3714,non_exempt,True,Finance,False
EMP-00517,Roy Porter,2024-09-18,full_time,US,UK_national,Data_Analyst,6518,non_exempt,True,Finance,False
EMP-00518,Dawn Underwood,2026-04-10,expatriate,Australia,UK_national,Finance_Analyst,7384,exempt,False,Legal,False
EMP-00519,Katherine Jackson,2025-06-01,part_time,Canada,NY,Finance_Analyst,7617,exempt,False,Engineering,False
EMP-00520,Nathan Freeman,2026-01-10,part_time,Germany,federal,Finance_Analyst,7700,exempt,False,Legal,False
EMP-00521,Maria Brown,2021-08-11,contractor,Australia,FL,Software_Engineer,8059,exempt,False,HR,False
EMP-00522,Theresa Barnett,2025-04-06,expatriate,UK,DE_national,Software_Engineer,8626,exempt,False,Legal,False
EMP-00523,Ryan Hall,2024-12-23,contractor,Germany,NY,Software_Engineer,8012,exempt,False,HR,False
EMP-00524,Jonathan Brooks,2024-07-13,part_time,Singapore,federal,Software_Engineer,8535,exempt,False,Legal,False
EMP-00525,Lisa Webb,2023-11-18,part_time,India,TX,HR_Manager,7467,exempt,False,Finance,False
EMP-00526,Juan Smith,2024-02-02,full_time,India,UK_national,Software_Engineer,8278,exempt,False,Legal,False
EMP-00527,William Smith,2025-07-04,contractor,UK,DE_national,Software_Engineer,8466,exempt,False,Legal,False
EMP-00528,Renee Browning,2021-12-23,full_time,Singapore,TX,HR_Manager,7076,exempt,False,HR,False
EMP-00529,Chase Lee,2024-01-28,full_time,UK,FL,HR_Manager,7458,exempt,False,Legal,False
EMP-00530,Debra Sanders,2023-04-23,full_time,US,FL,Software_Engineer,8047,exempt,False,Operations,False
EMP-00531,Karl Branch,2022-07-28,expatriate,Germany,TX,HR_Manager,7653,exempt,False,Engineering,False
EMP-00532,Sarah Valdez,2025-09-25,expatriate,France,federal,Finance_Analyst,7554,exempt,False,Operations,False
EMP-00533,Anna Gray,2024-03-16,contractor,UK,federal,HR_Manager,6822,exempt,False,Legal,False
EMP-00534,Adam Jackson,2023-12-10,part_time,France,CA,Software_Engineer,8976,exempt,False,Operations,False
EMP-00535,Richard Knight,2025-09-24,expatriate,Canada,WA,Software_Engineer,8335,exempt,False,Engineering,False
EMP-00536,Joseph Williams,2022-07-02,expatriate,US,federal,Finance_Analyst,7505,exempt,False,Finance,False
EMP-00537,Stacy Alvarez,2021-09-04,contractor,France,DE_national,Finance_Analyst,7677,exempt,False,Legal,False
EMP-00538,Timothy Lam,2024-04-04,part_time,France,TX,Operations_Staff,3706,non_exempt,True,Operations,False
EMP-00539,Timothy Edwards,2026-04-01,part_time,India,CA,Software_Engineer,8973,exempt,False,Finance,False
EMP-00540,Nicole Marquez,2023-06-08,expatriate,Canada,NY,Software_Engineer,8210,exempt,False,Legal,False
EMP-00541,Christopher Allen,2025-08-13,expatriate,Singapore,CA,Data_Analyst,6995,non_exempt,True,HR,False
EMP-00542,Steven Rivera,2025-03-21,full_time,US,FL,HR_Manager,7618,exempt,False,Legal,False
EMP-00543,William Ramsey,2023-12-12,contractor,Singapore,NY,Operations_Staff,4294,non_exempt,True,Engineering,False
EMP-00544,Amy Kim,2025-08-20,part_time,Australia,NY,Finance_Analyst,7906,exempt,False,Legal,False
EMP-00545,Randy Friedman,2023-06-05,expatriate,Germany,FL,Software_Engineer,8298,exempt,False,Finance,False
EMP-00546,Alyssa Nelson,2026-05-28,expatriate,India,federal,HR_Manager,7163,exempt,False,Finance,False
EMP-00547,Henry Pugh MD,2024-11-03,full_time,France,TX,Data_Analyst,6798,non_exempt,True,Legal,False
EMP-00548,Angelica Montgomery,2025-06-07,part_time,UK,TX,Software_Engineer,8460,exempt,False,Operations,False
EMP-00549,Angela Moore,2024-12-31,expatriate,UK,federal,HR_Manager,7687,exempt,False,HR,False
EMP-00550,Nancy Stewart,2021-12-22,contractor,Singapore,WA,Operations_Staff,4572,non_exempt,True,Engineering,False
EMP-00551,Eric Ward,2022-10-16,part_time,Canada,CA,Software_Engineer,8220,exempt,False,Finance,False
EMP-00552,Cody Cole,2024-03-19,full_time,France,federal,Data_Analyst,6405,non_exempt,True,Legal,False
EMP-00553,Alexander Gomez,2021-11-27,contractor,Canada,TX,Software_Engineer,8031,exempt,False,Operations,False
EMP-00554,Erika Cruz,2022-11-25,part_time,UK,DE_national,Operations_Staff,3804,non_exempt,True,HR,False
EMP-00555,Bradley Santana,2025-12-19,full_time,US,FL,Software_Engineer,8133,exempt,False,HR,False
EMP-00556,Laura Jackson,2023-05-07,contractor,UK,WA,Operations_Staff,4639,non_exempt,True,Engineering,False
EMP-00557,Eric Snyder,2021-10-04,full_time,France,DE_national,Software_Engineer,8828,exempt,False,HR,False
EMP-00558,Jason Washington,2021-10-29,contractor,UK,CA,Software_Engineer,8964,exempt,False,Operations,False
EMP-00559,David Weber,2024-05-30,part_time,Australia,UK_national,Software_Engineer,8508,exempt,False,Engineering,False
EMP-00560,Brian Torres,2026-03-09,expatriate,Germany,federal,Operations_Staff,3919,non_exempt,True,HR,False
EMP-00561,Manuel Brock,2023-02-02,contractor,Singapore,TX,HR_Manager,6735,exempt,False,Legal,True
EMP-00562,Robert Villarreal,2026-04-24,part_time,Canada,DE_national,Finance_Analyst,7721,exempt,False,Legal,False
EMP-00563,Frank Valentine,2022-06-12,full_time,UK,WA,Operations_Staff,4092,non_exempt,True,HR,False
EMP-00564,Vincent Novak,2022-11-25,part_time,France,CA,Operations_Staff,4091,non_exempt,True,Finance,False
EMP-00565,Katherine Johnston,2022-08-27,expatriate,India,federal,Operations_Staff,4097,non_exempt,True,Finance,False
EMP-00566,Robert Long,2022-01-04,full_time,India,FL,Data_Analyst,6030,non_exempt,True,Finance,False
EMP-00567,Leslie Gardner,2024-11-06,expatriate,India,FL,Software_Engineer,8997,exempt,False,HR,False
EMP-00568,Tiffany Murray,2024-12-25,part_time,France,WA,Software_Engineer,8546,exempt,False,Engineering,False
EMP-00569,Eddie Schwartz,2025-07-15,expatriate,India,TX,Data_Analyst,6180,non_exempt,True,HR,False
EMP-00570,Jennifer Porter,2024-08-10,contractor,India,CA,Finance_Analyst,8020,exempt,False,Finance,False
EMP-00571,Matthew Espinoza,2025-05-21,part_time,France,DE_national,Finance_Analyst,7855,exempt,False,Finance,False
EMP-00572,William Mendoza,2023-06-12,expatriate,US,NY,Data_Analyst,6057,non_exempt,True,HR,False
EMP-00573,Tami Holt,2024-02-28,part_time,US,DE_national,Finance_Analyst,7300,exempt,False,Finance,False
EMP-00574,Heather Woodard,2024-02-16,part_time,Germany,federal,Finance_Analyst,8034,exempt,False,HR,False
EMP-00575,Angela Mack,2024-09-23,full_time,US,TX,HR_Manager,7300,exempt,False,HR,False
EMP-00576,Matthew Williams,2026-05-12,contractor,UK,federal,Software_Engineer,8721,exempt,False,Operations,False
EMP-00577,Jennifer Goodwin,2026-04-09,full_time,India,WA,Finance_Analyst,7630,exempt,False,HR,False
EMP-00578,Adam Green,2023-12-30,expatriate,Singapore,federal,Data_Analyst,6178,non_exempt,True,Legal,False
EMP-00579,Lauren Johnston,2023-09-02,contractor,France,TX,Finance_Analyst,7687,exempt,False,Finance,False
EMP-00580,Raymond Chapman,2023-12-11,part_time,Germany,CA,HR_Manager,7671,exempt,False,Legal,False
EMP-00581,Alexander Garcia,2023-07-10,full_time,Germany,federal,Operations_Staff,4643,non_exempt,True,Legal,False
EMP-00582,Audrey Shepard,2022-02-24,full_time,Singapore,TX,Data_Analyst,6339,non_exempt,True,Engineering,False
EMP-00583,Jesse Clark,2023-11-09,contractor,India,TX,Data_Analyst,6651,non_exempt,True,Engineering,False
EMP-00584,Jeffrey Horton,2023-01-14,expatriate,US,WA,HR_Manager,6914,exempt,False,HR,False
EMP-00585,Robert Wilson,2025-09-08,contractor,Canada,NY,Software_Engineer,8737,exempt,False,Engineering,False
EMP-00586,Megan Martin,2026-05-12,expatriate,Singapore,UK_national,Software_Engineer,8992,exempt,False,HR,False
EMP-00587,Christopher Moore,2024-03-29,expatriate,Australia,federal,Operations_Staff,4259,non_exempt,True,Operations,False
EMP-00588,Crystal Sullivan,2022-05-13,expatriate,France,TX,Software_Engineer,8462,exempt,False,Engineering,False
EMP-00589,Jessica Johnson,2024-07-06,contractor,US,federal,Software_Engineer,8267,exempt,False,Engineering,False
EMP-00590,Kevin Price,2024-12-18,contractor,Germany,UK_national,Software_Engineer,8164,exempt,False,Engineering,False
EMP-00591,Paul Stokes,2021-10-03,full_time,India,DE_national,Finance_Analyst,8021,exempt,False,Engineering,False
EMP-00592,Shane Lopez,2023-01-27,part_time,Australia,TX,Operations_Staff,3754,non_exempt,True,Engineering,False
EMP-00593,Dennis Huffman,2024-01-30,part_time,France,UK_national,HR_Manager,7413,exempt,False,Legal,False
EMP-00594,Linda Carr,2024-05-17,contractor,Canada,WA,Finance_Analyst,7543,exempt,False,Engineering,False
EMP-00595,Ryan Williamson,2025-07-05,expatriate,Singapore,TX,Software_Engineer,8055,exempt,False,Finance,False
EMP-00596,Elizabeth Mendez,2021-11-12,expatriate,UK,WA,Software_Engineer,8843,exempt,False,Legal,False
EMP-00597,Bruce Torres,2022-05-11,part_time,UK,CA,Operations_Staff,3911,non_exempt,True,HR,False
EMP-00598,Kayla Barnes,2022-02-17,full_time,Singapore,NY,HR_Manager,7015,exempt,False,Operations,False
EMP-00599,Cody Reid,2024-11-28,expatriate,Canada,NY,Operations_Staff,4357,non_exempt,True,Legal,False
EMP-00600,Zoe Peters,2023-11-22,part_time,India,UK_national,Operations_Staff,4078,non_exempt,True,HR,False
EMP-00601,Ernest Hayes,2021-09-16,full_time,Canada,DE_national,Operations_Staff,4176,non_exempt,True,Finance,False
EMP-00602,Adam Taylor,2025-07-08,contractor,US,TX,Data_Analyst,6770,non_exempt,True,Engineering,False
EMP-00603,Kathy Simpson,2024-11-12,contractor,Australia,FL,Software_Engineer,8566,exempt,False,Engineering,False
EMP-00604,Ryan Burns,2021-11-08,expatriate,Singapore,FL,Operations_Staff,4187,non_exempt,True,Finance,False
EMP-00605,Philip Carter,2022-10-25,expatriate,US,TX,Software_Engineer,8123,exempt,False,Operations,False
EMP-00606,Carol Ellis,2025-02-25,part_time,France,FL,Data_Analyst,6129,non_exempt,True,Engineering,False
EMP-00607,Krista Wilson,2022-01-05,full_time,Australia,FL,Operations_Staff,4542,non_exempt,True,HR,False
EMP-00608,Samantha Richardson,2025-07-22,contractor,India,NY,Finance_Analyst,7389,exempt,False,Operations,False
EMP-00609,Nathan Payne,2026-05-23,expatriate,India,WA,Finance_Analyst,7832,exempt,False,Operations,False
EMP-00610,Ronald Potter,2022-12-06,expatriate,UK,UK_national,Software_Engineer,8153,exempt,False,HR,False
EMP-00611,Mrs. Hannah Montoya MD,2026-05-30,full_time,UK,NY,Finance_Analyst,8104,exempt,False,Finance,False
EMP-00612,Cynthia Cochran,2024-05-19,contractor,Australia,WA,Finance_Analyst,7692,exempt,False,Operations,False
EMP-00613,Michael Chen,2022-04-10,expatriate,US,TX,Finance_Analyst,7582,exempt,False,Operations,False
EMP-00614,Daniel Clark,2021-09-27,expatriate,US,UK_national,Data_Analyst,6910,non_exempt,True,Finance,False
EMP-00615,Douglas Ryan,2023-01-22,full_time,Singapore,WA,Data_Analyst,6918,non_exempt,True,Finance,False
EMP-00616,Donna Adams,2025-09-24,contractor,Canada,WA,Software_Engineer,8287,exempt,False,Operations,False
EMP-00617,Miss Anna Estes,2025-05-15,part_time,Germany,WA,Software_Engineer,8997,exempt,False,Operations,False
EMP-00618,Wendy Camacho,2022-01-28,contractor,Australia,NY,HR_Manager,6892,exempt,False,Operations,False
EMP-00619,Danielle Dawson,2025-08-01,expatriate,Singapore,federal,Data_Analyst,6840,non_exempt,True,Engineering,False
EMP-00620,Megan Burns,2024-04-30,part_time,UK,WA,Finance_Analyst,8026,exempt,False,Legal,False
EMP-00621,Jason Hayes,2024-08-11,part_time,US,TX,Operations_Staff,3897,non_exempt,True,HR,False
EMP-00622,Anna Robertson,2022-11-01,part_time,US,DE_national,Software_Engineer,8051,exempt,False,Finance,False
EMP-00623,Jackie Clements,2023-01-29,contractor,India,DE_national,Data_Analyst,6517,non_exempt,True,Operations,False
EMP-00624,Raymond Oconnor,2025-02-04,full_time,France,federal,Software_Engineer,8500,exempt,False,Legal,False
EMP-00625,Matthew Howard,2021-10-04,part_time,Singapore,federal,Operations_Staff,4052,non_exempt,True,HR,False
EMP-00626,Claudia Jordan,2022-07-02,full_time,Canada,CA,HR_Manager,7095,exempt,False,Engineering,False
EMP-00627,Ronald Morgan,2024-05-01,part_time,France,FL,Data_Analyst,6693,non_exempt,True,HR,False
EMP-00628,Karina Cooper,2024-11-08,expatriate,US,CA,HR_Manager,7185,exempt,False,HR,False
EMP-00629,Brett Bowers,2023-09-28,full_time,France,WA,Data_Analyst,6622,non_exempt,True,Finance,False
EMP-00630,Scott Alexander,2021-06-12,expatriate,Australia,federal,HR_Manager,7170,exempt,False,Finance,False
EMP-00631,Christina Barker,2022-02-06,expatriate,Canada,UK_national,Data_Analyst,6598,non_exempt,True,Engineering,False
EMP-00632,Caitlin Cantu,2022-10-24,contractor,Canada,WA,Software_Engineer,8700,exempt,False,Engineering,False
EMP-00633,Danielle Watson,2025-12-17,full_time,India,WA,Operations_Staff,4355,non_exempt,True,Finance,False
EMP-00634,James Torres,2024-12-09,contractor,Canada,FL,HR_Manager,6853,exempt,False,Legal,False
EMP-00635,Matthew Padilla,2021-06-12,full_time,Australia,federal,Data_Analyst,6697,non_exempt,True,HR,False
EMP-00636,Casey Perez,2024-11-03,expatriate,Canada,WA,Software_Engineer,8928,exempt,False,Operations,False
EMP-00637,Michael Montoya,2026-05-20,expatriate,US,FL,Operations_Staff,4051,non_exempt,True,HR,False
EMP-00638,Carlos Jones,2023-05-11,expatriate,India,WA,Finance_Analyst,8165,exempt,False,HR,False
EMP-00639,Ashley Edwards,2025-11-05,part_time,Canada,NY,Finance_Analyst,7782,exempt,False,HR,False
EMP-00640,Raymond Mullins,2022-02-09,part_time,India,NY,HR_Manager,6927,exempt,False,Finance,False
EMP-00641,Brenda Moreno MD,2024-09-09,contractor,Australia,federal,Data_Analyst,6380,non_exempt,True,Finance,False
EMP-00642,Nathan Fuller,2022-03-14,contractor,Singapore,NY,Finance_Analyst,7781,exempt,False,Engineering,False
EMP-00643,Michael Heath,2021-11-16,full_time,Singapore,FL,Finance_Analyst,7812,exempt,False,Engineering,False
EMP-00644,Paul Lawrence,2023-05-13,contractor,Australia,CA,Operations_Staff,4591,non_exempt,True,HR,False
EMP-00645,Emily Taylor,2022-10-29,part_time,India,UK_national,Data_Analyst,6583,non_exempt,True,Operations,False
EMP-00646,Juan Greene,2024-06-24,contractor,Germany,NY,Data_Analyst,6499,non_exempt,True,Finance,False
EMP-00647,Melissa Abbott,2024-09-25,contractor,US,CA,Data_Analyst,6462,non_exempt,True,Finance,False
EMP-00648,Joseph Hicks,2025-03-07,part_time,Germany,DE_national,Data_Analyst,6804,non_exempt,True,Engineering,False
EMP-00649,Anthony Hurst,2026-03-20,expatriate,Australia,UK_national,Data_Analyst,6439,non_exempt,True,Operations,False
EMP-00650,Brian Porter MD,2024-01-31,full_time,US,FL,Operations_Staff,4448,non_exempt,True,Finance,False
EMP-00651,Victoria Peck,2022-02-07,contractor,France,CA,Software_Engineer,8692,exempt,False,Engineering,False
EMP-00652,Laura Diaz,2024-11-09,part_time,India,WA,Data_Analyst,6132,non_exempt,True,Engineering,False
EMP-00653,Tiffany Townsend,2021-07-11,contractor,Germany,NY,Operations_Staff,4543,non_exempt,True,Engineering,False
EMP-00654,Dennis Williams,2021-09-29,contractor,Singapore,federal,HR_Manager,7144,exempt,False,HR,False
EMP-00655,Katie Fuller,2023-12-12,expatriate,India,FL,HR_Manager,6868,exempt,False,Operations,False
EMP-00656,Michael Miller,2024-02-15,part_time,France,TX,Software_Engineer,8216,exempt,False,Engineering,False
EMP-00657,Diamond Collins,2023-12-31,part_time,UK,federal,Finance_Analyst,8028,exempt,False,Engineering,False
EMP-00658,Robert Herrera,2023-05-25,contractor,US,CA,Operations_Staff,4377,non_exempt,True,Engineering,False
EMP-00659,Sandra Becker,2021-10-09,full_time,UK,UK_national,Software_Engineer,8454,exempt,False,Operations,False
EMP-00660,Monica Mathis,2021-09-24,contractor,Singapore,TX,Software_Engineer,8210,exempt,False,Engineering,False
EMP-00661,Jeffrey Chavez,2024-06-26,expatriate,UK,WA,HR_Manager,7337,exempt,False,Legal,False
EMP-00662,Patrick Yang,2022-01-15,expatriate,UK,NY,Data_Analyst,6289,non_exempt,True,Engineering,False
EMP-00663,Meredith Martin,2026-03-17,expatriate,France,FL,Software_Engineer,8796,exempt,False,Finance,False
EMP-00664,Rachel Le,2022-04-11,part_time,India,UK_national,Finance_Analyst,7602,exempt,False,HR,False
EMP-00665,Richard Adams,2025-11-15,expatriate,France,DE_national,Software_Engineer,8338,exempt,False,HR,False
EMP-00666,Alyssa Roman,2022-10-20,full_time,UK,NY,Software_Engineer,8855,exempt,False,Legal,False
EMP-00667,Michael Ray,2021-10-29,part_time,UK,NY,Operations_Staff,4440,non_exempt,True,Engineering,False
EMP-00668,Ian Porter,2024-04-11,part_time,Singapore,WA,HR_Manager,6970,exempt,False,Operations,False
EMP-00669,David Garcia,2024-04-23,full_time,Germany,CA,Software_Engineer,8872,exempt,False,Finance,False
EMP-00670,Crystal Hicks,2021-08-30,contractor,Australia,NY,HR_Manager,6797,exempt,False,Engineering,False
EMP-00671,Dana Ruiz,2023-05-11,part_time,Germany,federal,Software_Engineer,8366,exempt,False,Operations,False
EMP-00672,Timothy Mathews,2024-03-16,contractor,UK,federal,Finance_Analyst,8134,exempt,False,Finance,False
EMP-00673,Natalie Barnes,2023-01-19,full_time,Australia,UK_national,Data_Analyst,6985,non_exempt,True,Operations,False
EMP-00674,Nathan Nelson,2021-10-31,expatriate,Singapore,UK_national,HR_Manager,7364,exempt,False,HR,False
EMP-00675,Jonathan Winters,2022-05-04,part_time,US,TX,Software_Engineer,8106,exempt,False,Operations,False
EMP-00676,Vicki Finley,2021-10-14,expatriate,Singapore,TX,Finance_Analyst,7925,exempt,False,Operations,False
EMP-00677,Douglas Kirk,2023-01-29,full_time,Germany,DE_national,HR_Manager,7642,exempt,False,Operations,False
EMP-00678,Aimee Gonzalez,2024-04-05,expatriate,Singapore,CA,Software_Engineer,8064,exempt,False,Finance,False
EMP-00679,Marcus Marshall,2024-05-26,full_time,France,federal,HR_Manager,7231,exempt,False,Legal,False
EMP-00680,Raymond Gonzalez DVM,2025-03-30,full_time,Australia,FL,Finance_Analyst,7793,exempt,False,Finance,False
EMP-00681,Aaron Ortiz,2022-08-10,part_time,US,CA,Operations_Staff,4358,non_exempt,True,HR,False
EMP-00682,Ryan Wiley,2026-03-13,expatriate,Singapore,TX,Finance_Analyst,7376,exempt,False,Operations,False
EMP-00683,Matthew Sweeney,2025-01-28,part_time,India,WA,HR_Manager,6751,exempt,False,Legal,False
EMP-00684,Joseph Allen,2023-11-26,expatriate,Australia,FL,Data_Analyst,6080,non_exempt,True,Operations,False
EMP-00685,Zachary Dawson,2021-11-27,expatriate,UK,DE_national,Operations_Staff,4157,non_exempt,True,Finance,False
EMP-00686,Stephanie Meyer,2024-12-11,expatriate,US,NY,Software_Engineer,8413,exempt,False,Operations,False
EMP-00687,William Miller,2021-12-02,full_time,UK,WA,Software_Engineer,8911,exempt,False,Legal,False
EMP-00688,Robert Jones,2024-04-12,part_time,Singapore,federal,Finance_Analyst,7672,exempt,False,Engineering,False
EMP-00689,Victor Young,2022-09-30,expatriate,India,DE_national,Data_Analyst,6733,non_exempt,True,Finance,False
EMP-00690,Robert Haynes,2025-02-12,full_time,UK,FL,Operations_Staff,3702,non_exempt,True,Finance,False
EMP-00691,Dillon Jones,2022-06-16,contractor,India,NY,HR_Manager,6746,exempt,False,HR,False
EMP-00692,Lauren Moore,2022-04-07,part_time,Australia,NY,Operations_Staff,3960,non_exempt,True,Legal,False
EMP-00693,Jason Herrera,2026-04-07,part_time,UK,UK_national,Data_Analyst,6220,non_exempt,True,Operations,False
EMP-00694,Eric Baker,2022-01-15,contractor,UK,UK_national,Data_Analyst,6047,non_exempt,True,Legal,False
EMP-00695,Michael Mckenzie,2024-12-04,expatriate,Singapore,TX,Software_Engineer,8986,exempt,False,Operations,False
EMP-00696,Russell Murphy,2021-11-24,full_time,Australia,DE_national,Software_Engineer,8946,exempt,False,Legal,False
EMP-00697,Henry Palmer,2024-10-29,part_time,Germany,NY,Data_Analyst,6396,non_exempt,True,Legal,False
EMP-00698,William Johnson,2023-06-19,contractor,Australia,UK_national,Finance_Analyst,7923,exempt,False,HR,False
EMP-00699,Paul Wright,2023-10-02,expatriate,India,WA,HR_Manager,7163,exempt,False,HR,False
EMP-00700,Brenda Smith,2025-08-05,expatriate,Canada,federal,Data_Analyst,6728,non_exempt,True,Legal,False
EMP-00701,Mrs. Samantha Watson,2024-08-04,part_time,France,WA,Data_Analyst,6703,non_exempt,True,Finance,False
EMP-00702,Lauren Green,2025-07-04,part_time,India,NY,Data_Analyst,6779,non_exempt,True,Finance,False
EMP-00703,Austin Orr,2023-08-29,expatriate,Australia,WA,Finance_Analyst,8198,exempt,False,Operations,False
EMP-00704,Taylor Calderon,2023-02-06,full_time,US,UK_national,Software_Engineer,8148,exempt,False,Engineering,False
EMP-00705,Joel Jackson,2024-04-23,part_time,Canada,TX,Software_Engineer,8293,exempt,False,Finance,False
EMP-00706,Jennifer Johnson,2024-11-09,full_time,Canada,FL,Data_Analyst,6771,non_exempt,True,Legal,False
EMP-00707,Daniel Lopez,2022-11-04,contractor,Singapore,NY,Software_Engineer,8630,exempt,False,Legal,False
EMP-00708,Amanda Harvey,2022-09-02,expatriate,France,WA,Data_Analyst,6709,non_exempt,True,Engineering,False
EMP-00709,Jason Pierce,2021-09-30,expatriate,Australia,federal,Operations_Staff,4689,non_exempt,True,Legal,False
EMP-00710,Chad Gonzalez,2025-11-12,full_time,Canada,FL,Software_Engineer,8635,exempt,False,Operations,False
EMP-00711,Lydia Pham,2025-06-01,contractor,France,FL,Data_Analyst,6301,non_exempt,True,Operations,False
EMP-00712,Rachael Howard DDS,2023-11-13,full_time,Germany,TX,Data_Analyst,6752,non_exempt,True,Legal,False
EMP-00713,Kathryn Price,2022-05-05,expatriate,US,UK_national,Software_Engineer,8285,exempt,False,Legal,False
EMP-00714,Daniel Huang,2025-05-02,part_time,Germany,WA,HR_Manager,6705,exempt,False,Finance,False
EMP-00715,William Moreno,2025-04-11,part_time,US,TX,Operations_Staff,4650,non_exempt,True,Finance,False
EMP-00716,Dr. Ariel Sandoval MD,2025-07-10,full_time,Canada,DE_national,Finance_Analyst,8108,exempt,False,Legal,False
EMP-00717,Amy Davies,2022-07-16,contractor,UK,federal,Finance_Analyst,7838,exempt,False,HR,False
EMP-00718,Rebecca Kelly,2025-08-21,full_time,Germany,UK_national,Data_Analyst,6556,non_exempt,True,Legal,False
EMP-00719,Casey Watkins,2025-06-22,full_time,India,FL,Operations_Staff,4604,non_exempt,True,HR,False
EMP-00720,Suzanne Johnson,2024-12-11,contractor,India,WA,HR_Manager,6923,exempt,False,Legal,False
EMP-00721,Kristy Hart,2022-05-20,expatriate,US,NY,Finance_Analyst,7984,exempt,False,Finance,False
EMP-00722,Sierra Vasquez MD,2023-11-23,part_time,France,CA,Operations_Staff,4398,non_exempt,True,Finance,False
EMP-00723,David Robinson,2024-01-28,full_time,Australia,WA,Operations_Staff,4253,non_exempt,True,Finance,False
EMP-00724,Thomas Harris,2022-02-04,contractor,Singapore,DE_national,Software_Engineer,8044,exempt,False,Finance,False
EMP-00725,Tamara Richard,2023-01-22,contractor,UK,NY,Data_Analyst,6171,non_exempt,True,Legal,False
EMP-00726,Kevin Stark,2025-04-24,full_time,UK,FL,Finance_Analyst,7986,exempt,False,HR,False
EMP-00727,Shannon Yu,2023-04-24,full_time,France,UK_national,Operations_Staff,4362,non_exempt,True,Engineering,False
EMP-00728,Jennifer Garcia,2022-12-14,full_time,Singapore,federal,Data_Analyst,6038,non_exempt,True,Engineering,False
EMP-00729,Christopher Fry,2025-05-26,full_time,Germany,WA,Software_Engineer,8571,exempt,False,Engineering,False
EMP-00730,Marie Thompson,2026-04-14,part_time,Canada,UK_national,Finance_Analyst,7697,exempt,False,Operations,False
